Agency,EffortID,SampleDate,SampleYear,WFMU,Site,GearType,MonitoringType,Species,SampleID,Length_mm,Weight_g,Sex,Maturity,FinalAge,FinalAgeStructure,SampleType1,SampleType1ID,Comment,BoxNo
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-25,569,2010,M,M,18,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-02,637,2860,F,M,17,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-44,525,1500,F,M,15,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-17,566,1530,M,M,14,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-22,532,1480,F,M,14,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-19,632,2500,M,M,12,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-35,500,1280,M,M,12,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-43,574,2020,M,M,12,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-45,552,1780,M,M,12,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-09,498,980,M,M,11,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-42,525,1430,M,M,11,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-51,522,1230,M,M,11,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-06,566,1610,M,M,10,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-07,505,1130,F,M,10,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-13,500,1000,M,M,10,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-14,578,1800,M,M,10,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-15,562,1670,M,M,10,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-24,512,1090,F,M,10,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-31,526,1320,F,M,10,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-37,534,1430,F,M,10,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-48,485,1020,M,M,10,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-03,555,1630,M,M,9,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-04,622,2690,F,M,9,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-29,490,1080,M,M,9,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-47,462,960,M,M,9,Spine,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-52,507,1190,M,M,9,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-05,496,1070,F,M,8,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-08,482,1060,F,M,8,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-10,611,2140,F,M,8,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-11,547,1490,F,M,8,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-12,525,1250,F,M,8,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-27,532,1360,M,M,8,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-30,477,1110,M,M,8,Spine,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-32,504,1080,F,M,8,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-33,433,850,F,M,8,Spine,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-41,517,1240,M,M,8,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-55,537,1280,M,M,8,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-56,493,1100,F,M,8,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-57,506,1260,F,M,8,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-58,493,1080,F,M,8,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-60,536,1360,M,M,8,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-38,441,880,F,M,7,Spine,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-53,531,1370,F,M,7,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-16,446,740,M,M,6,Spine,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-21,573,1500,F,M,6,Otolith,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-23,468,860,F,M,6,Spine,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-26,466,980,F,M,6,Spine,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-34,444,780,M,M,6,Spine,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-36,465,1030,M,M,6,Spine,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-39,462,830,M,M,6,Spine,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-49,456,830,M,M,6,Spine,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-54,430,760,M,M,6,Spine,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-59,479,1000,F,M,6,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-14,421,680,F,I,6,Spine,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-40,455,700,F,M,5,Spine,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-50,452,870,M,M,5,Spine,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-61,471,930,M,M,5,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-12,426,730,M,I,5,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-15,401,540,F,I,5,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-16,423,650,M,M,5,Spine,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-28,433,710,F,I,4,Spine,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-46,466,810,F,M,4,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-01,367,430,F,I,4,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-02,405,560,F,I,4,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-03,384,460,F,I,4,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-04,386,470,F,I,4,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-05,404,540,M,M,4,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-06,423,710,M,M,4,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-07,399,530,M,M,4,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-08,406,510,F,I,4,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-09,426,740,M,M,4,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-10,407,550,M,I,4,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-11,415,570,M,M,4,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-13,388,530,M,I,4,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-17,382,480,F,I,4,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-18,402,520,F,I,4,Spine,,,,
MIDNR,2019LEL0815SUBL01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815SUBL01-19,411,630,M,I,4,Spine,,,,
MIDNR,2019LEL0815LAND01,8/15/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0815LAND01-01,549,1360,M,M,,,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-30,663,3050,M,M,22,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-04,645,2480,M,M,21,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-07,582,1890,F,M,17,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-02,630,2310,M,M,16,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-12,557,1580,M,M,16,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-24,575,1860,M,M,15,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-34,602,1990,M,M,15,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-10,586,1740,M,M,14,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-11,570,1910,M,M,14,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-31,538,1480,M,M,14,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-53,636,2560,F,M,14,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-14,548,1500,M,M,13,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-15,532,1270,M,M,13,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-21,572,1760,M,M,13,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-50,557,1580,M,M,13,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-03,514,1280,F,M,12,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-09,493,1060,M,M,12,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-20,562,1450,M,M,12,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-22,501,1090,M,M,12,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-26,595,2300,F,M,12,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-32,565,1700,M,M,12,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-37,558,1450,M,M,12,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-48,537,1420,M,M,12,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-49,524,1120,M,M,12,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-18,485,940,M,M,11,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-19,560,2010,F,M,11,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-35,563,1540,M,M,11,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-44,559,1560,M,M,11,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-47,547,1430,F,M,11,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-05,636,2420,F,M,10,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-13,506,1160,M,M,10,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-17,512,1270,F,M,10,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-38,550,1460,F,M,10,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-29,589,1990,F,M,9,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-45,493,1060,M,M,9,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-51,564,1560,M,M,9,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-01,574,1910,M,M,8,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-06,537,1430,F,M,8,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-27,495,970,M,M,8,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-28,548,1600,M,M,8,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-42,501,1150,M,M,8,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-43,515,1220,M,M,8,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-54,500,1070,M,M,8,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-08,476,840,M,M,7,Spine,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-16,480,880,M,M,7,Spine,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-33,572,1740,M,M,7,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-39,499,1180,M,M,7,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-52,547,1400,F,M,7,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-55,514,1070,M,M,7,Otolith,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-56,512,1290,F,M,7,Spine,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-41,479,980,M,M,6,Spine,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-25,457,860,F,M,4,Spine,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-40,472,940,F,M,4,Spine,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-23,547,1350,M,M,,,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-36,513,1170,F,M,,,,,,
MIDNR,2019LEL0822LAND01,8/22/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0822LAND01-46,652,3030,M,M,,,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-38,678,2660,M,M,21,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-19,542,1440,M,M,19,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-01,676,3760,F,M,13,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-09,587,1880,M,M,12,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-13,534,1430,F,M,12,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-23,576,1950,F,M,12,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-39,521,1170,M,M,12,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-40,566,1810,F,M,12,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-51,551,1530,F,M,12,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-52,506,1300,F,M,12,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-50,559,1740,F,M,11,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-03,632,2430,F,M,10,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-04,529,1400,M,M,10,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-15,582,2120,F,M,10,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-34,536,1280,F,M,10,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-35,573,1550,M,M,10,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-36,521,1200,F,M,10,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-41,619,2130,M,M,10,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-53,583,1890,M,M,10,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-02,514,1140,M,M,9,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-20,493,1090,M,M,9,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-30,544,1400,M,M,9,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-43,545,1430,M,M,9,Otolith,,,,
MIDNR,2019LEL0906LAND01,9/6/2019,2019,WFM06,Leland,large mesh trap net,Commercial,LWF,2019LEL0906LAND01-44,507,1230,F,M,9,Otolith,,,,
